"Study ID"	"Experimental Row ID"	"Paired Baseline ID"	"Authors & Year"	"Short Title"	"DOI / Link"	"Catalyst"	"Catalyst Details"	"Hydrogen Source"	"Impurity Category"	"Impurity Species"	"Impurity Conc (ppm)"	"Temp (°C)"	"Pressure (bar)"	"H2:CO2 ratio"	"Space velocity (GHSV, /h)"	"Time on stream (h)"	"MeOH metric type"	"Baseline"	"With impurity"	"Recovery Value"	"% change in MeOH"	"Measured / Calculated / Digitized"	"Reversible?"	"Deactivation noted?"	"Notes / mechanism"	"Source quote & page"	"Data Quality"	"Modeling Status"	"Duplicate Status"
"T1-015"	"T1-015-R2-T00"	"T1-015-R2-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Metal / metalloid"	"AsH3"	"1.2"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 13120; reactor 6960"	"Run time 67.1 h; contaminant exposure 0 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"1"	"Not applicable"	"0"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Clean-feed baseline before contaminant | Run/sample: Guard-bed Run 2; guard temperature 140 (spent guard catalyst) C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 1.2 ppm in syngas before guard bed | Guard bed at 140 C captures AsH3; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2,4 Tables 3 and 8"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R2-T01"	"T1-015-R2-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Metal / metalloid"	"AsH3"	"1.2"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 13120; reactor 6960"	"Run time 91.1 h; contaminant exposure 24 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"1.069"	"Not applicable"	"6.9"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 2; guard temperature 140 (spent guard catalyst) C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 1.2 ppm in syngas before guard bed | Guard bed at 140 C captures AsH3; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2,4 Tables 3 and 8"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R2-T02"	"T1-015-R2-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Metal / metalloid"	"AsH3"	"1.2"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 13120; reactor 6960"	"Run time 125 h; contaminant exposure 57.9 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"1.095"	"Not applicable"	"9.5"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 2; guard temperature 140 (spent guard catalyst) C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 1.2 ppm in syngas before guard bed | Guard bed at 140 C captures AsH3; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2,4 Tables 3 and 8"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R2-T03"	"T1-015-R2-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Metal / metalloid"	"AsH3"	"1.2"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 13120; reactor 6960"	"Run time 161.4 h; contaminant exposure 94.3 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"1.038"	"Not applicable"	"3.8"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 2; guard temperature 140 (spent guard catalyst) C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 1.2 ppm in syngas before guard bed | Guard bed at 140 C captures AsH3; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2,4 Tables 3 and 8"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R3-T00"	"T1-015-R3-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"H2S"	"2.76"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 13620; reactor 6810"	"Run time 66 h; contaminant exposure 0 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"1"	"Not applicable"	"0"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Clean-feed baseline before contaminant | Run/sample: Guard-bed Run 3; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 2.76 ppm in syngas before guard bed | Guard bed at 140 C captures H2S; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF p.2 Tables 3 and 5"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R3-T01"	"T1-015-R3-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"H2S"	"2.76"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 13620; reactor 6810"	"Run time 76.85 h; contaminant exposure 5.85 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"1.069"	"Not applicable"	"6.9"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 3; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 2.76 ppm in syngas before guard bed | Guard bed at 140 C captures H2S; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF p.2 Tables 3 and 5"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R3-T02"	"T1-015-R3-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"H2S"	"2.76"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 13620; reactor 6810"	"Run time 88.88 h; contaminant exposure 17.88 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"1.026"	"Not applicable"	"2.6"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 3; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 2.76 ppm in syngas before guard bed | Guard bed at 140 C captures H2S; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF p.2 Tables 3 and 5"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R3-T03"	"T1-015-R3-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"H2S"	"2.76"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 13620; reactor 6810"	"Run time 101.43 h; contaminant exposure 30.43 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"1.061"	"Not applicable"	"6.1"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 3; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 2.76 ppm in syngas before guard bed | Guard bed at 140 C captures H2S; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF p.2 Tables 3 and 5"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R3-T04"	"T1-015-R3-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"H2S"	"2.76"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 13620; reactor 6810"	"Run time 118.98 h; contaminant exposure 47.98 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"1.089"	"Not applicable"	"8.9"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 3; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 2.76 ppm in syngas before guard bed | Guard bed at 140 C captures H2S; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF p.2 Tables 3 and 5"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R3-T05"	"T1-015-R3-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"H2S"	"2.76"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 13620; reactor 6810"	"Run time 136.05 h; contaminant exposure 65.05 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"1.094"	"Not applicable"	"9.4"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 3; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 2.76 ppm in syngas before guard bed | Guard bed at 140 C captures H2S; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF p.2 Tables 3 and 5"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R4-T00"	"T1-015-R4-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"COS"	"1.68"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 12140; reactor 6070"	"Run time 25.4 h; contaminant exposure 0 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"1"	"Not applicable"	"0"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Clean-feed baseline before contaminant | Run/sample: Guard-bed Run 4; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 1.68 ppm in syngas before guard bed | Guard bed at 140 C captures COS; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2-3 Tables 3 and 7"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R4-T01"	"T1-015-R4-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"COS"	"1.68"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 12140; reactor 6070"	"Run time 47 h; contaminant exposure 21.5 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"0.973"	"Not applicable"	"-2.7"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 4; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 1.68 ppm in syngas before guard bed | Guard bed at 140 C captures COS; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2-3 Tables 3 and 7"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R4-T02"	"T1-015-R4-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"COS"	"1.68"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 12140; reactor 6070"	"Run time 71.6 h; contaminant exposure 46.2 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"0.962"	"Not applicable"	"-3.8"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 4; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 1.68 ppm in syngas before guard bed | Guard bed at 140 C captures COS; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2-3 Tables 3 and 7"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R4-T03"	"T1-015-R4-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"COS"	"1.68"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 12140; reactor 6070"	"Run time 89.6 h; contaminant exposure 64.2 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"0.959"	"Not applicable"	"-4.1"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 4; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 1.68 ppm in syngas before guard bed | Guard bed at 140 C captures COS; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2-3 Tables 3 and 7"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R4-T04"	"T1-015-R4-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"COS"	"1.68"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 12140; reactor 6070"	"Run time 101.3 h; contaminant exposure 75.8 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"1.006"	"Not applicable"	"0.6"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 4; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 1.68 ppm in syngas before guard bed | Guard bed at 140 C captures COS; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2-3 Tables 3 and 7"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R4-T05"	"T1-015-R4-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"COS"	"1.68"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 12140; reactor 6070"	"Run time 109.3 h; contaminant exposure 83.8 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"0.992"	"Not applicable"	"-0.8"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 4; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 1.68 ppm in syngas before guard bed | Guard bed at 140 C captures COS; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2-3 Tables 3 and 7"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R4-T06"	"T1-015-R4-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"COS"	"1.68"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 12140; reactor 6070"	"Run time 117.3 h; contaminant exposure 91.8 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"0.911"	"Not applicable"	"-8.9"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 4; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 1.68 ppm in syngas before guard bed | Guard bed at 140 C captures COS; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2-3 Tables 3 and 7"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R4-T07"	"T1-015-R4-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"COS"	"1.68"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 12140; reactor 6070"	"Run time 125.3 h; contaminant exposure 99.9 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"0.948"	"Not applicable"	"-5.2"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 4; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 1.68 ppm in syngas before guard bed | Guard bed at 140 C captures COS; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2-3 Tables 3 and 7"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R4-T08"	"T1-015-R4-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"COS"	"1.68"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 12140; reactor 6070"	"Run time 133.3 h; contaminant exposure 107.9 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"0.935"	"Not applicable"	"-6.5"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Contaminated syngas after liquid-phase guard bed | Run/sample: Guard-bed Run 4; guard temperature 140 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 1.68 ppm in syngas before guard bed | Guard bed at 140 C captures COS; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2-3 Tables 3 and 7"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
"T1-015"	"T1-015-R5-T00"	"T1-015-R5-T00"	"Quinn and Toseland 2008"	"Liquid-Phase Guard Bed for Removal of Synthesis Gas Contaminants"	"https://doi.org/10.1021/ie8003418"	"Commercial Cu/ZnO/Al2O3 in mineral-oil slurry; ~1.5 g guard-bed catalyst and 3.0 g methanol-reactor catalyst"	"~1.5 g guard catalyst and 3.0 g downstream reactor catalyst; Run 2 used spent commercial LPMEOH catalyst in guard bed"	"Synthetic laboratory feed"	"Sulfur"	"COS"	"2.27"	"250"	"51.71"	"Average 68.4% H2/22.4% CO/4.6% CO2/4.6% N2; 300-350 sccm"	"guard 12050; reactor 6020"	"Run time 23.6 h; contaminant exposure 0 h"	"Normalized methanol synthesis rate constant k_t/k_i (dimensionless)"	"1"	"1"	"Not applicable"	"0"	"Calculated"	"Not applicable; contaminant captured irreversibly by guard catalyst"	"No substantial reactor poisoning when guard bed was effective"	"Clean-feed baseline before contaminant | Run/sample: Guard-bed Run 5; guard temperature 170 C | Impurity source: Contaminated syngas passed through upstream liquid-phase guard bed before methanol reactor | Reported concentration: 2.27 ppm in syngas before guard bed | Guard bed at 170 C captures COS; normalized methanol-reactor rate tracks protection effectiveness."	"T1-015 PDF pp.2-3 Tables 3 and 7"	"High"	"Modeling-ready for impurity-scenario inputs"	"No known duplicate"
